TOA,Delta TOA,PW,power,angle
392.4,0,0.5,1.9,37
553.9,161.5,0.4,1.6,43
751.1,197.2,0.5,1.9,37
1095.7,344.6,0.4,1.6,43
1153.2,57.5,0.5,1.9,37
1394.7,241.5,0.6,2.4,52
1559.3,164.6,0.5,1.9,37
1667.6,108.3,0.4,1.6,43
1894.3,226.7,0.5,1.9,37
2209.4,315.1,0.4,1.6,43
2300.4,91,0.5,1.9,37
2763.2,462.8,0.4,1.6,43
2714.4,-48.8,0.6,2.4,52
3037.5,323.1,0.5,1.9,37
3311,273.5,0.4,1.6,43
3372.6,61.6,0.5,1.9,37
3870.9,498.3,0.4,1.6,43
3924.1,53.2,0.6,2.4,52
4058.5,134.4,0.5,1.9,37
4436.8,378.3,0.4,1.6,43
4978.6,541.8,0.4,1.6,43
5538.4,559.8,0.4,1.6,43
5298.7,-239.7,0.6,2.4,52
5509.1,210.4,0.5,1.9,37
6122.4,613.3,0.4,1.6,43
6682.2,559.8,0.4,1.6,43
7236.1,553.9,0.4,1.6,43
6673.4,-562.7,0.6,2.4,52
6924.3,250.9,0.5,1.9,37
7820,895.7,0.4,1.6,43
8373.9,553.9,0.4,1.6,43
7965.5,-408.4,0.6,2.4,52
8028.1,62.6,0.5,1.9,37
8927.7,899.6,0.4,1.6,43
9499.6,571.9,0.4,1.6,43
10059.5,559.9,0.4,1.6,43
9230.2,-829.3,0.6,2.4,52
9537.9,307.7,0.5,1.9,37
10607.3,1069.4,0.4,1.6,43
11155.1,547.8,0.4,1.6,43
10412.4,-742.7,0.6,2.4,52
10657.4,245,0.5,1.9,37
11690.9,1033.5,0.4,1.6,43
12244.7,553.8,0.4,1.6,43
11649.6,-595.1,0.6,2.4,52
11757.2,107.6,0.5,1.9,37
12780.5,1023.3,0.4,1.6,43
13340.4,559.9,0.4,1.6,43
13888.2,547.8,0.4,1.6,43
12969.3,-918.9,0.6,2.4,52
13219.7,250.4,0.5,1.9,37
14424,1204.3,0.4,1.6,43
14977.8,553.8,0.4,1.6,43
14151.5,-826.3,0.6,2.4,52
14378.6,227.1,0.5,1.9,37
15561.7,1183.1,0.4,1.6,43
16103.5,541.8,0.4,1.6,43
15498.6,-604.9,0.6,2.4,52
15525.8,27.2,0.5,1.9,37
16639.3,1113.5,0.4,1.6,43
17211.2,571.9,0.4,1.6,43
17783.1,571.9,0.4,1.6,43
16790.8,-992.3,0.6,2.4,52
16893.6,102.8,0.5,1.9,37
18337,1443.4,0.4,1.6,43
18872.7,535.7,0.4,1.6,43
17973,-899.7,0.6,2.4,52
18021,48,0.5,1.9,37
19450.7,1429.7,0.4,1.6,43
19998.5,547.8,0.4,1.6,43
20564.4,565.9,0.4,1.6,43
19320.1,-1244.3,0.6,2.4,52
19530.8,210.7,0.5,1.9,37
21100.1,1569.3,0.4,1.6,43
21648,547.9,0.4,1.6,43
20612.3,-1035.7,0.6,2.4,52
20634.6,22.3,0.5,1.9,37
22207.8,1573.2,0.4,1.6,43
22761.7,553.9,0.4,1.6,43
23309.5,547.8,0.4,1.6,43
21849.5,-1460,0.6,2.4,52
22140.4,290.9,0.5,1.9,37
23863.3,1722.9,0.4,1.6,43
24399.1,535.8,0.4,1.6,43
23141.7,-1257.4,0.6,2.4,52
23224.5,82.8,0.5,1.9,37
24940.9,1716.4,0.4,1.6,43
25476.7,535.8,0.4,1.6,43
26030.5,553.8,0.4,1.6,43
24406.3,-1624.2,0.6,2.4,52
24722.4,316.1,0.5,1.9,37
26584.4,1862,0.4,1.6,43
27144.2,559.8,0.4,1.6,43
25616,-1528.2,0.6,2.4,52
25845.9,229.9,0.5,1.9,37
27692,1846.1,0.4,1.6,43
28227.8,535.8,0.4,1.6,43
26825.7,-1402.1,0.6,2.4,52
26890.5,64.8,0.5,1.9,37
28799.7,1909.2,0.4,1.6,43
29365.6,565.9,0.4,1.6,43
29901.4,535.8,0.4,1.6,43
28035.4,-1866,0.6,2.4,52
28266.3,230.9,0.5,1.9,37
30491.3,2225,0.4,1.6,43
31081.3,590,0.4,1.6,43
29382.6,-1698.7,0.6,2.4,52
29397.7,15.1,0.5,1.9,37
31629.1,2231.4,0.4,1.6,43
32201,571.9,0.4,1.6,43
32736.8,535.8,0.4,1.6,43
30674.7,-2062.1,0.6,2.4,52
30958.7,284,0.5,1.9,37
33320.7,2362,0.4,1.6,43
33898.7,578,0.4,1.6,43
31884.4,-2014.3,0.6,2.4,52
32066.4,182,0.5,1.9,37
34458.5,2392.1,0.4,1.6,43
35048.5,590,0.4,1.6,43
35596.3,547.8,0.4,1.6,43
33231.6,-2364.7,0.6,2.4,52
33588,356.4,0.5,1.9,37
36180.2,2592.2,0.4,1.6,43
36716,535.8,0.4,1.6,43
34468.8,-2247.2,0.6,2.4,52
34652.3,183.5,0.5,1.9,37
37287.9,2635.6,0.4,1.6,43
37829.7,541.8,0.4,1.6,43
35678.5,-2151.2,0.6,2.4,52
35736.4,57.9,0.5,1.9,37
38413.7,2677.3,0.4,1.6,43
38949.4,535.7,0.4,1.6,43
39515.3,565.9,0.4,1.6,43
36943.1,-2572.2,0.6,2.4,52
37254.1,311,0.5,1.9,37
40093.2,2839.1,0.4,1.6,43
40677.2,584,0.4,1.6,43
38235.3,-2441.9,0.6,2.4,52
38365.7,130.4,0.5,1.9,37
41237,2871.3,0.4,1.6,43
41821,584,0.4,1.6,43
