TOA,Delta TOA,PW,power,angle
240,0,0.6,2.3,46
320,80,0.6,2.4,5
640,320,0.6,2.4,5
930,290,0.6,2.3,46
960,30,0.6,2.4,5
1160,200,0.6,2.3,46
1280,120,0.6,2.4,5
1600,320,0.6,2.4,5
1850,250,0.6,2.3,46
1920,70,0.6,2.4,5
2080,160,0.6,2.3,46
2240,160,0.6,2.4,5
2560,320,0.6,2.4,5
2770,210,0.6,2.3,46
2880,110,0.6,2.4,5
3000,120,0.6,2.3,46
3200,200,0.6,2.4,5
3520,320,0.6,2.4,5
3690,170,0.6,2.3,46
3840,150,0.6,2.4,5
3920,80,0.6,2.3,46
4160,240,0.6,2.4,5
4480,320,0.6,2.4,5
4610,130,0.6,2.3,46
4800,190,0.6,2.4,5
4840,40,0.6,2.3,46
5120,280,0.6,2.4,5
5440,320,0.6,2.4,5
5530,90,0.6,2.3,46
5760,230,0.6,2.4,5
6080,320,0.6,2.4,5
6400,320,0.6,2.4,5
6450,50,0.6,2.3,46
6720,270,0.6,2.4,5
7040,320,0.6,2.4,5
7360,320,0.6,2.4,5
7370,10,0.6,2.3,46
7680,310,0.6,2.4,5
8000,320,0.6,2.4,5
8290,290,0.6,2.3,46
8320,30,0.6,2.4,5
8520,200,0.6,2.3,46
8640,120,0.6,2.4,5
8960,320,0.6,2.4,5
9210,250,0.6,2.3,46
9280,70,0.6,2.4,5
9440,160,0.6,2.3,46
9600,160,0.6,2.4,5
9920,320,0.6,2.4,5
10130,210,0.6,2.3,46
10240,110,0.6,2.4,5
10360,120,0.6,2.3,46
10560,200,0.6,2.4,5
10880,320,0.6,2.4,5
11050,170,0.6,2.3,46
11200,150,0.6,2.4,5
11280,80,0.6,2.3,46
11520,240,0.6,2.4,5
11840,320,0.6,2.4,5
11970,130,0.6,2.3,46
12160,190,0.6,2.4,5
12200,40,0.6,2.3,46
12480,280,0.6,2.4,5
12800,320,0.6,2.4,5
12890,90,0.6,2.3,46
13120,230,0.6,2.4,5
13440,320,0.6,2.4,5
13760,320,0.6,2.4,5
13810,50,0.6,2.3,46
14080,270,0.6,2.4,5
14400,320,0.6,2.4,5
14720,320,0.6,2.4,5
14730,10,0.6,2.3,46
15040,310,0.6,2.4,5
15360,320,0.6,2.4,5
15650,290,0.6,2.3,46
15680,30,0.6,2.4,5
15880,200,0.6,2.3,46
16000,120,0.6,2.4,5
16320,320,0.6,2.4,5
16570,250,0.6,2.3,46
16640,70,0.6,2.4,5
16800,160,0.6,2.3,46
16960,160,0.6,2.4,5
17280,320,0.6,2.4,5
17490,210,0.6,2.3,46
17600,110,0.6,2.4,5
17720,120,0.6,2.3,46
17920,200,0.6,2.4,5
18240,320,0.6,2.4,5
18410,170,0.6,2.3,46
18560,150,0.6,2.4,5
18640,80,0.6,2.3,46
18880,240,0.6,2.4,5
19200,320,0.6,2.4,5
19330,130,0.6,2.3,46
19520,190,0.6,2.4,5
19560,40,0.6,2.3,46
19840,280,0.6,2.4,5
20160,320,0.6,2.4,5
20250,90,0.6,2.3,46
20480,230,0.6,2.4,5
20800,320,0.6,2.4,5
21120,320,0.6,2.4,5
21170,50,0.6,2.3,46
21440,270,0.6,2.4,5
21760,320,0.6,2.4,5
22080,320,0.6,2.4,5
22090,10,0.6,2.3,46
22400,310,0.6,2.4,5
22720,320,0.6,2.4,5
23010,290,0.6,2.3,46
