TOA,Delta TOA,PW,power,angle
440,185,0.4,1.7,56
870,105,0.4,1.7,56
1300,25,0.4,1.7,56
1730,107,0.4,1.7,56
2160,70,0.4,1.7,56
2590,40,0.4,1.7,56
3020,10,0.4,1.7,56
3450,72,0.4,1.7,56
3880,55,0.4,1.7,56
4310,122,0.4,1.7,56
4740,120,0.4,1.7,56
5170,70,0.4,1.7,56
5600,60,0.4,1.7,56
6030,165,0.4,1.7,56
6460,58,0.4,1.7,56
6890,5,0.4,1.7,56
7320,180,0.4,1.7,56
7750,100,0.4,1.7,56
8180,20,0.4,1.7,56
8610,80,0.4,1.7,56
9040,73,0.4,1.7,56
9470,20,0.4,1.7,56
9900,150,0.4,1.7,56
10330,130,0.4,1.7,56
10760,50,0.4,1.7,56
11190,9,0.4,1.7,56
11620,145,0.4,1.7,56
12050,65,0.4,1.7,56
12480,240,0.4,1.7,56
12910,10,0.4,1.7,56
13340,80,0.4,1.7,56
14200,150,0.4,1.7,56
14630,95,0.4,1.7,56
15060,15,0.4,1.7,56
15490,151,0.4,1.7,56
15920,30,0.4,1.7,56
16350,30,0.4,1.7,56
16780,200,0.4,1.7,56
17210,125,0.4,1.7,56
17640,45,0.4,1.7,56
18070,58,0.4,1.7,56
18500,80,0.4,1.7,56
18930,60,0.4,1.7,56
19360,20,0.4,1.7,56
19790,155,0.4,1.7,56
20220,75,0.4,1.7,56
20650,160,0.4,1.7,56
21080,170,0.4,1.7,56
21510,90,0.4,1.7,56
21940,10,0.4,1.7,56
22370,38,0.4,1.7,56
22800,9,0.4,1.7,56
23230,25,0.4,1.7,56
23660,200,0.4,1.7,56
24090,3,0.4,1.7,56
24520,40,0.4,1.7,56
24950,53,0.4,1.7,56
25380,135,0.4,1.7,56
25810,30,0.4,1.7,56
26240,230,0.4,1.7,56
26670,150,0.4,1.7,56
27100,70,0.4,1.7,56
27530,245,0.4,1.7,56
27960,110,0.4,1.7,56
28390,85,0.4,1.7,56
28820,5,0.4,1.7,56
29250,87,0.4,1.7,56
29680,4,0.4,1.7,56
30110,20,0.4,1.7,56
30540,81,0.4,1.7,56
30970,115,0.4,1.7,56
31400,35,0.4,1.7,56
31830,210,0.4,1.7,56
32260,40,0.4,1.7,56
32690,50,0.4,1.7,56
33120,225,0.4,1.7,56
33550,67,0.4,1.7,56
33980,38,0.4,1.7,56
34410,120,0.4,1.7,56
34840,160,0.4,1.7,56
35270,32,0.4,1.7,56
36130,82,0.4,1.7,56
36560,95,0.4,1.7,56
36990,15,0.4,1.7,56
37420,190,0.4,1.7,56
37850,110,0.4,1.7,56
38280,18,0.4,1.7,56
38710,50,0.4,1.7,56
39140,125,0.4,1.7,56
39570,45,0.4,1.7,56
40000,145,0.4,1.7,56
40430,116,0.4,1.7,56
40860,33,0.4,1.7,56
41290,235,0.4,1.7,56
41720,70,0.4,1.7,56
42150,75,0.4,1.7,56
42580,10,0.4,1.7,56
43010,170,0.4,1.7,56
43440,90,0.4,1.7,56
43870,10,0.4,1.7,56
44300,120,0.4,1.7,56
44730,96,0.4,1.7,56
45160,25,0.4,1.7,56
45590,200,0.4,1.7,56
46020,120,0.4,1.7,56
46450,40,0.4,1.7,56
46880,194,0.4,1.7,56
47310,111,0.4,1.7,56
47740,55,0.4,1.7,56
48170,80,0.4,1.7,56
48600,150,0.4,1.7,56
49030,20,0.4,1.7,56
49460,47,0.4,1.7,56
49890,18,0.4,1.7,56
50320,85,0.4,1.7,56
50750,5,0.4,1.7,56
51180,-75,0.4,1.7,56
51610,70,0.4,1.7,56
52040,20,0.4,1.7,56
52470,10,0.4,1.7,56
52900,115,0.4,1.7,56
53330,35,0.4,1.7,56
53760,150,0.4,1.7,56
54190,130,0.4,1.7,56
54620,50,0.4,1.7,56
55050,225,0.4,1.7,56
55480,30,0.4,1.7,56
55910,65,0.4,1.7,56
56340,96,0.4,1.7,56
56770,13,0.4,1.7,56
57200,80,0.4,1.7,56
57630,0,0.4,1.7,56
58060,80,0.4,1.7,56
58490,95,0.4,1.7,56
58920,15,0.4,1.7,56
59350,190,0.4,1.7,56
59780,110,0.4,1.7,56
60210,30,0.4,1.7,56
60640,76,0.4,1.7,56
61070,47,0.4,1.7,56
61500,45,0.4,1.7,56
61930,40,0.4,1.7,56
62360,41,0.4,1.7,56
62790,60,0.4,1.7,56
63220,91,0.4,1.7,56
63650,150,0.4,1.7,56
64080,75,0.4,1.7,56
64510,90,0.4,1.7,56
64940,170,0.4,1.7,56
65370,27,0.4,1.7,56
65800,10,0.4,1.7,56
66230,185,0.4,1.7,56
66660,105,0.4,1.7,56
