TOA,Delta TOA,PW,power,angle
250,58,0.6,2.3,46
940,70,0.6,2.3,46
1170,150,0.6,2.3,46
1860,75,0.6,2.3,46
2090,8,0.6,2.3,46
2780,185,0.6,2.3,46
3010,205,0.6,2.3,46
3700,25,0.6,2.3,46
3930,50,0.6,2.3,46
4620,30,0.6,2.3,46
4850,5,0.6,2.3,46
5540,185,0.6,2.3,46
5770,160,0.6,2.3,46
6690,60,0.6,2.3,46
7380,6,0.6,2.3,46
7610,215,0.6,2.3,46
8300,120,0.6,2.3,46
8530,76,0.6,2.3,46
9220,40,0.6,2.3,46
9450,15,0.6,2.3,46
10140,93,0.6,2.3,46
10370,40,0.6,2.3,46
11060,95,0.6,2.3,46
11290,70,0.6,2.3,46
11980,250,0.6,2.3,46
12210,57,0.6,2.3,46
12900,126,0.6,2.3,46
13130,125,0.6,2.3,46
13820,50,0.6,2.3,46
14050,25,0.6,2.3,46
14740,110,0.6,2.3,46
14970,144,0.6,2.3,46
15660,105,0.6,2.3,46
15890,80,0.6,2.3,46
16580,5,0.6,2.3,46
16810,30,0.6,2.3,46
17500,160,0.6,2.3,46
17730,15,0.6,2.3,46
18420,60,0.6,2.3,46
18650,35,0.6,2.3,46
19340,-40,0.6,2.3,46
19570,210,0.6,2.3,46
20260,40,0.6,2.3,46
20490,90,0.6,2.3,46
21180,15,0.6,2.3,46
21410,212,0.6,2.3,46
22100,160,0.6,2.3,46
22330,145,0.6,2.3,46
23020,70,0.6,2.3,46
23250,20,0.6,2.3,46
23940,15,0.6,2.3,46
24170,80,0.6,2.3,46
24860,125,0.6,2.3,46
25090,100,0.6,2.3,46
25780,25,0.6,2.3,46
26700,30,0.6,2.3,46
26930,155,0.6,2.3,46
27620,50,0.6,2.3,46
27850,55,0.6,2.3,46
28540,150,0.6,2.3,46
28770,66,0.6,2.3,46
29460,135,0.6,2.3,46
29690,10,0.6,2.3,46
30380,35,0.6,2.3,46
30610,10,0.6,2.3,46
31300,31,0.6,2.3,46
31530,130,0.6,2.3,46
32220,90,0.6,2.3,46
32450,65,0.6,2.3,46
33140,20,0.6,2.3,46
33370,220,0.6,2.3,46
34060,80,0.6,2.3,46
34290,120,0.6,2.3,46
