TOA,Delta TOA,PW,power,angle
255,5,0.5,1.8,40
510,21,0.5,1.8,40
765,255,0.5,1.8,40
1020,18,0.5,1.8,40
1275,105,0.5,1.8,40
1530,230,0.5,1.8,40
1785,55,0.5,1.8,40
2040,180,0.5,1.8,40
2295,135,0.5,1.8,40
2550,255,0.5,1.8,40
2805,25,0.5,1.8,40
3060,40,0.5,1.8,40
3315,99,0.5,1.8,40
3570,120,0.5,1.8,40
3825,125,0.5,1.8,40
4080,150,0.5,1.8,40
4335,25,0.5,1.8,40
4590,255,0.5,1.8,40
4845,36,0.5,1.8,40
5100,129,0.5,1.8,40
5355,87,0.5,1.8,40
5610,10,0.5,1.8,40
5865,84,0.5,1.8,40
6120,90,0.5,1.8,40
6375,255,0.5,1.8,40
6630,66,0.5,1.8,40
6885,24,0.5,1.8,40
7140,250,0.5,1.8,40
7395,15,0.5,1.8,40
7650,40,0.5,1.8,40
7905,155,0.5,1.8,40
8160,165,0.5,1.8,40
8415,115,0.5,1.8,40
8670,60,0.5,1.8,40
8925,255,0.5,1.8,40
9180,140,0.5,1.8,40
9435,215,0.5,1.8,40
9690,102,0.5,1.8,40
9945,45,0.5,1.8,40
10200,60,0.5,1.8,40
10455,85,0.5,1.8,40
10710,150,0.5,1.8,40
10965,205,0.5,1.8,40
11220,30,0.5,1.8,40
11475,132,0.5,1.8,40
11730,90,0.5,1.8,40
11985,5,0.5,1.8,40
12240,30,0.5,1.8,40
12495,15,0.5,1.8,40
12750,255,0.5,1.8,40
13005,69,0.5,1.8,40
13260,27,0.5,1.8,40
13515,175,0.5,1.8,40
13770,24,0.5,1.8,40
14025,205,0.5,1.8,40
14280,80,0.5,1.8,40
14535,168,0.5,1.8,40
14790,50,0.5,1.8,40
15045,75,0.5,1.8,40
15300,240,0.5,1.8,40
15555,65,0.5,1.8,40
15810,150,0.5,1.8,40
16065,105,0.5,1.8,40
16320,198,0.5,1.8,40
16575,156,0.5,1.8,40
16830,20,0.5,1.8,40
17085,153,0.5,1.8,40
17340,130,0.5,1.8,40
17595,42,0.5,1.8,40
17850,120,0.5,1.8,40
18105,35,0.5,1.8,40
18360,255,0.5,1.8,40
18615,90,0.5,1.8,40
18870,220,0.5,1.8,40
19125,195,0.5,1.8,40
19380,234,0.5,1.8,40
19635,30,0.5,1.8,40
19890,100,0.5,1.8,40
20145,27,0.5,1.8,40
20400,140,0.5,1.8,40
20655,5,0.5,1.8,40
20910,171,0.5,1.8,40
21165,85,0.5,1.8,40
21420,10,0.5,1.8,40
21675,165,0.5,1.8,40
21930,219,0.5,1.8,40
22185,85,0.5,1.8,40
22440,70,0.5,1.8,40
22695,201,0.5,1.8,40
22950,150,0.5,1.8,40
23205,185,0.5,1.8,40
23460,156,0.5,1.8,40
23715,55,0.5,1.8,40
23970,30,0.5,1.8,40
24225,55,0.5,1.8,40
24480,96,0.5,1.8,40
24735,215,0.5,1.8,40
24990,40,0.5,1.8,40
25245,155,0.5,1.8,40
25500,120,0.5,1.8,40
25755,237,0.5,1.8,40
26010,33,0.5,1.8,40
26265,25,0.5,1.8,40
26520,30,0.5,1.8,40
26775,75,0.5,1.8,40
27030,100,0.5,1.8,40
27285,174,0.5,1.8,40
27540,10,0.5,1.8,40
27795,175,0.5,1.8,40
28050,90,0.5,1.8,40
28305,222,0.5,1.8,40
28560,20,0.5,1.8,40
28815,45,0.5,1.8,40
29070,204,0.5,1.8,40
29325,75,0.5,1.8,40
29580,120,0.5,1.8,40
29835,145,0.5,1.8,40
30090,255,0.5,1.8,40
30345,48,0.5,1.8,40
30600,60,0.5,1.8,40
30855,99,0.5,1.8,40
31110,140,0.5,1.8,40
31365,65,0.5,1.8,40
31620,90,0.5,1.8,40
31875,45,0.5,1.8,40
32130,240,0.5,1.8,40
32385,36,0.5,1.8,40
32640,190,0.5,1.8,40
32895,33,0.5,1.8,40
33150,10,0.5,1.8,40
33405,35,0.5,1.8,40
33660,15,0.5,1.8,40
33915,255,0.5,1.8,40
34170,110,0.5,1.8,40
34425,15,0.5,1.8,40
34680,225,0.5,1.8,40
34935,95,0.5,1.8,40
35190,114,0.5,1.8,40
35445,175,0.5,1.8,40
35700,165,0.5,1.8,40
35955,55,0.5,1.8,40
36210,80,0.5,1.8,40
36465,255,0.5,1.8,40
36720,51,0.5,1.8,40
36975,144,0.5,1.8,40
37230,102,0.5,1.8,40
37485,65,0.5,1.8,40
37740,99,0.5,1.8,40
37995,25,0.5,1.8,40
38250,255,0.5,1.8,40
38505,81,0.5,1.8,40
38760,39,0.5,1.8,40
39015,125,0.5,1.8,40
39270,36,0.5,1.8,40
39525,255,0.5,1.8,40
39780,200,0.5,1.8,40
40035,18,0.5,1.8,40
40290,255,0.5,1.8,40
40545,45,0.5,1.8,40
40800,70,0.5,1.8,40
41055,195,0.5,1.8,40
41310,20,0.5,1.8,40
41565,117,0.5,1.8,40
41820,100,0.5,1.8,40
42075,168,0.5,1.8,40
42330,180,0.5,1.8,40
42585,5,0.5,1.8,40
42840,255,0.5,1.8,40
43095,54,0.5,1.8,40
43350,90,0.5,1.8,40
43605,105,0.5,1.8,40
43860,255,0.5,1.8,40
44115,102,0.5,1.8,40
44370,70,0.5,1.8,40
44625,215,0.5,1.8,40
44880,84,0.5,1.8,40
45135,35,0.5,1.8,40
45390,60,0.5,1.8,40
45645,39,0.5,1.8,40
45900,255,0.5,1.8,40
46155,135,0.5,1.8,40
46410,21,0.5,1.8,40
46665,215,0.5,1.8,40
46920,40,0.5,1.8,40
47175,235,0.5,1.8,40
47430,120,0.5,1.8,40
47685,255,0.5,1.8,40
47940,80,0.5,1.8,40
48195,25,0.5,1.8,40
48450,171,0.5,1.8,40
48705,105,0.5,1.8,40
48960,168,0.5,1.8,40
49215,185,0.5,1.8,40
49470,10,0.5,1.8,40
49725,25,0.5,1.8,40
49980,50,0.5,1.8,40
50235,255,0.5,1.8,40
50490,105,0.5,1.8,40
50745,125,0.5,1.8,40
51000,150,0.5,1.8,40
51255,249,0.5,1.8,40
51510,45,0.5,1.8,40
51765,155,0.5,1.8,40
52020,42,0.5,1.8,40
52275,235,0.5,1.8,40
52530,60,0.5,1.8,40
52785,24,0.5,1.8,40
53040,140,0.5,1.8,40
53295,237,0.5,1.8,40
53550,170,0.5,1.8,40
53805,45,0.5,1.8,40
54060,255,0.5,1.8,40
54315,15,0.5,1.8,40
54570,40,0.5,1.8,40
