TOA,Delta TOA,PW,power,angle
320.0,80.0,0.6,2.4,5
640.0,320.0,0.6,2.4,5
960.0,30.0,0.6,2.4,5
1280.0,120.0,0.6,2.4,5
1600.0,320.0,0.6,2.4,5
1920.0,70.0,0.6,2.4,5
2240.0,160.0,0.6,2.4,5
2560.0,320.0,0.6,2.4,5
2880.0,110.0,0.6,2.4,5
3200.0,200.0,0.6,2.4,5
3520.0,320.0,0.6,2.4,5
3840.0,150.0,0.6,2.4,5
4160.0,240.0,0.6,2.4,5
4480.0,320.0,0.6,2.4,5
4800.0,190.0,0.6,2.4,5
5120.0,280.0,0.6,2.4,5
5440.0,320.0,0.6,2.4,5
5760.0,230.0,0.6,2.4,5
6080.0,320.0,0.6,2.4,5
6400.0,320.0,0.6,2.4,5
6720.0,270.0,0.6,2.4,5
7040.0,320.0,0.6,2.4,5
7360.0,320.0,0.6,2.4,5
7680.0,310.0,0.6,2.4,5
8000.0,320.0,0.6,2.4,5
8320.0,30.0,0.6,2.4,5
8640.0,120.0,0.6,2.4,5
8960.0,320.0,0.6,2.4,5
9280.0,70.0,0.6,2.4,5
9600.0,160.0,0.6,2.4,5
9920.0,320.0,0.6,2.4,5
10240.0,110.0,0.6,2.4,5
10560.0,200.0,0.6,2.4,5
10880.0,320.0,0.6,2.4,5
11200.0,150.0,0.6,2.4,5
11520.0,240.0,0.6,2.4,5
11840.0,320.0,0.6,2.4,5
12160.0,190.0,0.6,2.4,5
12480.0,280.0,0.6,2.4,5
12800.0,320.0,0.6,2.4,5
13120.0,230.0,0.6,2.4,5
13440.0,320.0,0.6,2.4,5
13760.0,320.0,0.6,2.4,5
14080.0,270.0,0.6,2.4,5
14400.0,320.0,0.6,2.4,5
14720.0,320.0,0.6,2.4,5
15040.0,310.0,0.6,2.4,5
15360.0,320.0,0.6,2.4,5
15680.0,30.0,0.6,2.4,5
16000.0,120.0,0.6,2.4,5
16320.0,320.0,0.6,2.4,5
16640.0,70.0,0.6,2.4,5
16960.0,160.0,0.6,2.4,5
17280.0,320.0,0.6,2.4,5
17600.0,110.0,0.6,2.4,5
17920.0,200.0,0.6,2.4,5
