TOA,Delta TOA,PW,power,angle
69.0,0.0,0.4,1.7,34
138.0,11.0,0.4,1.7,34
207.0,69.0,0.4,1.7,34
276.0,32.0,0.4,1.7,34
345.0,69.0,0.4,1.7,34
414.0,53.0,0.4,1.7,34
483.0,5.0,0.4,1.7,34
552.0,69.0,0.4,1.7,34
621.0,26.0,0.4,1.7,34
690.0,69.0,0.4,1.7,34
759.0,47.0,0.4,1.7,34
828.0,69.0,0.4,1.7,34
897.0,68.0,0.4,1.7,34
966.0,20.0,0.4,1.7,34
1035.0,69.0,0.4,1.7,34
1104.0,41.0,0.4,1.7,34
1173.0,69.0,0.4,1.7,34
1242.0,62.0,0.4,1.7,34
1311.0,59.0,0.4,1.7,34
1380.0,56.0,0.4,1.7,34
1449.0,53.0,0.4,1.7,34
1518.0,50.0,0.4,1.7,34
1587.0,47.0,0.4,1.7,34
1656.0,44.0,0.4,1.7,34
1725.0,41.0,0.4,1.7,34
1794.0,38.0,0.4,1.7,34
1863.0,35.0,0.4,1.7,34
1932.0,32.0,0.4,1.7,34
2001.0,69.0,0.4,1.7,34
2070.0,26.0,0.4,1.7,34
2231.0,43.0,0.4,1.7,34
2392.0,60.0,0.4,1.7,34
2553.0,77.0,0.4,1.7,34
2714.0,94.0,0.4,1.7,34
2875.0,111.0,0.4,1.7,34
3036.0,128.0,0.4,1.7,34
3197.0,145.0,0.4,1.7,34
3358.0,161.0,0.4,1.7,34
3519.0,161.0,0.4,1.7,34
3680.0,161.0,0.4,1.7,34
3841.0,161.0,0.4,1.7,34
4002.0,161.0,0.4,1.7,34
4163.0,161.0,0.4,1.7,34
4324.0,161.0,0.4,1.7,34
4485.0,161.0,0.4,1.7,34
4646.0,161.0,0.4,1.7,34
4807.0,161.0,0.4,1.7,34
4968.0,161.0,0.4,1.7,34
5129.0,161.0,0.4,1.7,34
5290.0,161.0,0.4,1.7,34
5451.0,161.0,0.4,1.7,34
5612.0,161.0,0.4,1.7,34
5773.0,161.0,0.4,1.7,34
5934.0,161.0,0.4,1.7,34
6095.0,161.0,0.4,1.7,34
6256.0,161.0,0.4,1.7,34
6417.0,161.0,0.4,1.7,34
6578.0,161.0,0.4,1.7,34
6739.0,161.0,0.4,1.7,34
6900.0,161.0,0.4,1.7,34
6946.0,46.0,0.4,1.7,34
6992.0,46.0,0.4,1.7,34
7038.0,46.0,0.4,1.7,34
7084.0,46.0,0.4,1.7,34
7130.0,10.0,0.4,1.7,34
7176.0,46.0,0.4,1.7,34
7222.0,46.0,0.4,1.7,34
7268.0,46.0,0.4,1.7,34
7314.0,46.0,0.4,1.7,34
7360.0,46.0,0.4,1.7,34
7406.0,46.0,0.4,1.7,34
7452.0,17.0,0.4,1.7,34
7498.0,46.0,0.4,1.7,34
7544.0,46.0,0.4,1.7,34
7590.0,46.0,0.4,1.7,34
7636.0,46.0,0.4,1.7,34
7682.0,46.0,0.4,1.7,34
7728.0,46.0,0.4,1.7,34
7774.0,24.0,0.4,1.7,34
7820.0,46.0,0.4,1.7,34
7866.0,46.0,0.4,1.7,34
7912.0,46.0,0.4,1.7,34
7958.0,46.0,0.4,1.7,34
8004.0,46.0,0.4,1.7,34
8050.0,46.0,0.4,1.7,34
8096.0,31.0,0.4,1.7,34
8142.0,46.0,0.4,1.7,34
8188.0,46.0,0.4,1.7,34
8234.0,46.0,0.4,1.7,34
8280.0,46.0,0.4,1.7,34
8602.0,222.0,0.4,1.7,34
8924.0,229.0,0.4,1.7,34
9246.0,236.0,0.4,1.7,34
9568.0,322.0,0.4,1.7,34
9890.0,322.0,0.4,1.7,34
10212.0,322.0,0.4,1.7,34
10534.0,322.0,0.4,1.7,34
10856.0,322.0,0.4,1.7,34
11178.0,322.0,0.4,1.7,34
11500.0,322.0,0.4,1.7,34
11822.0,322.0,0.4,1.7,34
12144.0,322.0,0.4,1.7,34
12466.0,322.0,0.4,1.7,34
12788.0,322.0,0.4,1.7,34
13110.0,322.0,0.4,1.7,34
13432.0,322.0,0.4,1.7,34
13754.0,322.0,0.4,1.7,34
14076.0,322.0,0.4,1.7,34
14398.0,322.0,0.4,1.7,34
14720.0,322.0,0.4,1.7,34
15042.0,322.0,0.4,1.7,34
15364.0,322.0,0.4,1.7,34
15686.0,322.0,0.4,1.7,34
16008.0,322.0,0.4,1.7,34
