TOA,Delta TOA,PW,power,angle
1374.7,0.0,0.6,2.4,52
2694.4,1319.7,0.6,2.4,52
3904.1,1209.7,0.6,2.4,52
5278.7,1374.6,0.6,2.4,52
6653.4,1374.7,0.6,2.4,52
7945.5,1292.1,0.6,2.4,52
9210.2,1264.7,0.6,2.4,52
10392.4,1182.2,0.6,2.4,52
11629.6,1237.2,0.6,2.4,52
12949.3,1319.7,0.6,2.4,52
14131.5,1182.2,0.6,2.4,52
15478.6,1347.1,0.6,2.4,52
16770.8,1292.2,0.6,2.4,52
17953,1182.2,0.6,2.4,52
19300.1,1347.1,0.6,2.4,52
20592.3,1292.2,0.6,2.4,52
21829.5,1237.2,0.6,2.4,52
23121.7,1292.2,0.6,2.4,52
24386.3,1264.6,0.6,2.4,52
25596,1209.7,0.6,2.4,52
26805.7,1209.7,0.6,2.4,52
28015.4,1209.7,0.6,2.4,52
29362.6,1347.2,0.6,2.4,52
30654.7,1292.1,0.6,2.4,52
31864.4,1209.7,0.6,2.4,52
33211.6,1347.2,0.6,2.4,52
34448.8,1237.2,0.6,2.4,52
35658.5,1209.7,0.6,2.4,52
36923.1,1264.6,0.6,2.4,52
38215.3,1292.2,0.6,2.4,52
39480,1264.7,0.6,2.4,52
40717.2,1237.2,0.6,2.4,52
41926.9,1209.7,0.6,2.4,52
43191.6,1264.7,0.6,2.4,52
44456.2,1264.6,0.6,2.4,52
45693.4,1237.2,0.6,2.4,52
47040.6,1347.2,0.6,2.4,52
48332.7,1292.1,0.6,2.4,52
49707.4,1374.7,0.6,2.4,52
51054.6,1347.2,0.6,2.4,52
52401.7,1347.1,0.6,2.4,52
53748.9,1347.2,0.6,2.4,52
55096,1347.1,0.6,2.4,52
56415.7,1319.7,0.6,2.4,52
57762.8,1347.1,0.6,2.4,52
59082.5,1319.7,0.6,2.4,52
60319.7,1237.2,0.6,2.4,52
61556.9,1237.2,0.6,2.4,52
62931.5,1374.6,0.6,2.4,52
64113.7,1182.2,0.6,2.4,52
65350.9,1237.2,0.6,2.4,52
66725.6,1374.7,0.6,2.4,52
68100.2,1374.6,0.6,2.4,52
69309.9,1209.7,0.6,2.4,52
70657.1,1347.2,0.6,2.4,52
71921.7,1264.6,0.6,2.4,52
73131.4,1209.7,0.6,2.4,52
74396.1,1264.7,0.6,2.4,52
75715.8,1319.7,0.6,2.4,52
77090.4,1374.6,0.6,2.4,52
78437.6,1347.2,0.6,2.4,52
79812.2,1374.6,0.6,2.4,52
81104.4,1292.2,0.6,2.4,52
82451.6,1347.2,0.6,2.4,52
83743.7,1292.1,0.6,2.4,52
85118.4,1374.7,0.6,2.4,52
